x y
1306.731895792104 998.1087962809083
708.7859828059501 1304.2888768766961
693.1813088655429 1302.6411228792397
102.81459052787716 800.071422262605
802.112517718382 1088.3745429454805
1083.5675623775437 410.8263347023688
193.5237914777364 1512.9327849148276
1303.4175384295804 998.459296724169
1293.373988910253 1003.3396365425547
1291.2560562574533 1008.9305512488509
1402.6926980536914 1397.260309023647
101.59331305600368 804.77239194974
1104.1514508073208 401.0005632444994
302.51888060815236 1211.102965389288
1086.9489915102565 398.1951631257947
704.1898683050639 1297.060171294543
299.83717237503936 1194.749184858614
1301.7780221996904 989.3557953912242
1307.2250639138342 1000.6987791777652
700.0446733250894 1299.9015947851835
1388.5532124556314 1394.8250400531638
1407.396370737425 1392.8491170886982
1288.5039917576548 993.7596419108507
1092.4917700995063 409.59483404825806
813.7816869494534 1081.317906584837
514.5153795398302 894.3687738413714
509.57800351048274 907.6607235937014
201.0848865593374 1509.1470718552425
207.1563634341667 1490.8556456815008
1399.1583875230754 1388.927987165005
702.9981071449458 1302.8116232662885
1407.0726947012251 1401.5675875354902
1395.4933023851752 1391.4959815581165
1107.84698231523 398.0546892225675
1414.1007495417628 1388.533879375628
1303.3189747101494 988.7250209697746
489.66327393505287 903.2340726777268
493.16942389208424 901.2428216694672
314.51099395738873 1205.9761019392174
496.60394947404836 906.2658713567554
798.748866845771 1087.9265988853956
507.6222472335272 891.6216207988921
505.13619976386394 899.3868544741698
297.7829301147021 1191.547165572196
795.9694633278663 1099.2679615730463
294.75131741982733 1205.4784810769017
1402.3169842195528 1400.5883322491181
311.20276327176987 1194.44757276323
691.3571296126249 1286.9972094370453
1116.120505991475 392.1392732772002
689.142976452141 1291.902435526149
284.6216349243831 1199.9283599501048
1300.242535344096 989.8902540813399
700.3326910390925 1301.2118748946903
207.2844579115549 1503.8327173186867
798.2720213879705 1088.2237744437743
94.7713105805356 804.4802029697908
1106.2576439009056 406.1835217890541
1398.7028241041346 1407.6688297908524
201.57444424672633 1498.7768848644707
1098.5125113860186 391.6491951678736
499.1203084021452 891.2015329114541
197.2962445655487 1485.8914882228435
216.71145480118147 1493.1731085412423
194.87603078812674 1505.2911117337947
83.40390535954317 797.5208325770977
1404.967965175257 1392.8575572401858
799.7002661603888 1086.542401475944
695.8593234805071 1293.8352729452515
101.85707206631682 791.7760562576955
289.40752681574355 1191.1787928125914
294.2606338031893 1200.1898457669547
68.53287060429103 803.2628572674114
504.31361684285736 912.2213695763138
207.6457082349026 1496.379135226121
1284.673274623571 996.5555577468524
1104.4439758451842 398.8763379236297
784.8300171447103 1101.477028424439
94.11523100801817 805.0018953773427
805.12847178183 1108.2982695407534
315.4714251139033 1198.2667313972956
96.19114790748455 807.2807581205741
1109.280158730582 407.3578602307684
103.06589250509576 802.6873529607188
796.1325343490256 1091.3085666904633
809.5384199626607 1093.0822955502044
213.02124994287436 1513.3619254050782
109.57991249152121 800.690716598485
685.4279378056588 1307.1654834876515
510.85394996627815 896.0524569044859
